#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 37.600000 -0.932323 -0.391493 11.020556
 37.620000 -0.965237 -0.344130 11.543999
 37.640000 -0.800560 -0.485737 8.888611
 37.660000 -0.857853 -0.433982 9.817374
 37.680000 -0.899340 -0.459409 10.489681
 37.700000 -0.971185 -0.447148 11.637697
 37.720000 -1.080533 -0.376448 13.286344
 37.740000 -1.021566 -0.276416 12.416794
 37.760000 -1.061960 -0.235029 13.018238
 37.780000 -0.940855 -0.132941 11.156976
 37.800000 -0.952255 -0.147744 11.338493
 37.820000 -1.062635 0.005151 13.028084
 37.840000 -1.187250 0.175832 14.701611
 37.860000 -1.312731 0.276090 16.026018
 37.880000 -1.230614 0.316314 15.204046
 37.900000 -1.310017 0.552286 16.001672
 37.920000 -1.331505 0.651577 16.189069
 37.940000 -1.159038 0.767575 14.350614
 37.960000 -1.384187 0.918711 16.596929
 37.980000 -1.476240 1.057169 17.137688
 38.000000 -1.338477 1.188849 16.247247
 38.020000 -1.310139 1.254699 16.583925
 38.040000 -1.332252 1.571932 16.777244
 38.060000 -1.222944 1.597235 15.687726
 38.080000 -1.290296 1.701294 16.398584
 38.100000 -1.206569 1.806203 15.496487
 38.120000 -0.917761 1.673287 11.221107
 38.140000 -1.033067 1.941817 13.089175
 38.160000 -1.008141 2.036366 12.697882
 38.180000 -0.953942 2.069682 11.821015
 38.200000 -1.058834 2.246545 13.483926
 38.220000 -1.003065 2.254637 12.617169
 38.240000 -1.181279 2.472092 15.187506
 38.260000 -1.255595 2.631218 16.047817
 38.280000 -1.216459 2.736377 15.612832
 38.300000 -1.267402 2.667884 16.170916
 38.320000 -1.173643 2.764135 15.090998
 38.340000 -1.363809 2.678131 17.029122
 38.360000 -1.265026 2.783054 16.146447
 38.380000 -1.392210 2.869998 17.231806
 38.400000 -1.307612 2.804050 16.560944
 38.420000 -1.400181 2.831420 17.284628
 38.440000 -1.573691 2.835858 18.025902
 38.460000 -1.680847 2.891235 18.164621
 38.480000 -1.768149 2.931107 18.162005
 38.500000 -1.808816 2.803225 18.138517
 38.520000 -1.859339 2.737029 18.097482
 38.540000 -2.003592 2.615301 17.953200
 38.560000 -2.081511 2.610803 17.873875
 38.580000 -2.128672 2.426584 17.824505
 38.600000 -2.360155 2.446816 17.427242
 38.620000 -2.581499 2.211334 16.358452
 38.640000 -2.701001 2.186860 15.326366
 38.660000 -2.904005 2.207483 12.824481
 38.680000 -2.829948 2.243349 13.834878
 38.700000 -2.766758 2.421871 14.611997
 38.720000 -2.899569 2.296365 12.887572
 38.740000 -2.689688 2.392012 15.438920
 38.760000 -2.795578 2.333496 14.268080
 38.780000 -2.657744 2.643380 15.740009
 38.800000 -2.507599 2.673137 16.826535
 38.820000 -2.547409 2.919662 16.589836
 38.840000 -2.596857 2.935807 16.245242
 38.860000 -2.463249 3.044493 17.049953
 38.880000 -2.648711 -3.124118 15.820654
 38.900000 -2.654345 3.118329 15.770589
 38.920000 -2.568205 -3.080204 16.451914
 38.940000 -2.827545 3.045007 13.865966
 38.960000 -2.674050 3.099633 15.589403
 38.980000 -2.795516 2.927101 14.268844
 39.000000 -2.857892 3.024250 13.465033
 39.020000 -2.792580 2.990634 14.958762
 39.040000 -2.777372 2.964314 15.139112
 39.060000 -2.945220 2.946335 12.875710
 39.080000 -2.830445 3.009809 14.486320
 39.100000 -2.844052 3.014612 14.308579
 39.120000 -2.854140 2.886773 14.174231
 39.140000 -2.626318 2.859240 16.614862
 39.160000 -2.641086 2.771932 16.496652
 39.180000 -2.548281 2.762981 17.146435
 39.200000 -2.418679 2.577935 17.714317
 39.220000 -2.536161 2.509805 17.215420
 39.240000 -2.565444 2.538499 17.042672
 39.260000 -2.529632 2.432157 17.251134
 39.280000 -2.601853 2.465580 16.798238
 39.300000 -2.565611 2.333589 17.041627
 39.320000 -2.449954 2.404871 17.609478
 39.340000 -2.561472 2.268888 17.067327
 39.360000 -2.431073 2.276672 17.674971
 39.380000 -2.193585 2.321900 18.066004
 39.400000 -2.199935 2.457172 18.062155
 39.420000 -2.047980 2.545343 18.130711
 39.440000 -2.136031 2.453998 18.094854
 39.460000 -2.001509 2.674670 18.151322
 39.480000 -2.041140 2.688871 18.133609
 39.500000 -1.912260 2.844899 18.196852
 39.520000 -2.056736 2.799683 18.127069
 39.540000 -1.955654 2.893374 18.173826
 39.560000 -1.888383 2.815161 18.209549
 39.580000 -1.790158 2.836980 18.250689
 39.600000 -1.885182 2.839300 18.211220
 39.620000 -1.926417 2.792672 18.189250
 39.640000 -1.944783 2.863303 18.179482
 39.660000 -2.107430 2.595107 18.106778
 39.680000 -2.216966 2.614061 18.050886
 39.700000 -2.508881 2.567535 17.358039
 39.720000 -2.496493 2.563546 17.417161
 39.740000 -2.547270 2.561899 17.152326
 39.760000 -2.569030 2.459259 17.020079
 39.780000 -2.590786 2.416578 16.876099
 39.800000 -2.526376 2.481894 17.268571
 39.820000 -2.613050 2.520550 16.716244
 39.840000 -2.616197 2.404549 16.692607
 39.860000 -2.713565 2.591118 15.834145
 39.880000 -2.991543 2.653867 12.166479
 39.900000 -2.929907 2.712688 13.103647
 39.920000 -2.974207 2.800242 12.435081
 39.940000 -3.092048 2.718790 10.555360
 39.960000 -2.838904 2.967239 14.376304
 39.980000 -2.886256 2.887551 13.732944
 40.000000 -2.833776 2.936233 14.443191
 40.020000 -2.604208 2.963464 17.359273
 40.040000 -2.784409 2.973568 15.684418
 40.060000 -2.752871 2.955232 16.041797
 40.080000 -2.736215 2.972400 16.219865
 40.100000 -2.903991 3.044356 14.106575
 40.120000 -2.844039 3.030194 14.939249
 40.140000 -2.777122 2.989892 15.769303
 40.160000 -2.807838 2.873947 15.402283
 40.180000 -2.542073 2.969136 17.730088
 40.200000 -2.356164 2.841631 18.305454
 40.220000 -2.440530 2.876250 18.131403
 40.240000 -2.226825 2.865603 18.386675
 40.260000 -2.282098 2.769786 18.371965
 40.280000 -2.326193 2.682129 18.340340
 40.300000 -2.249270 2.598935 18.383419
 40.320000 -2.455177 2.578152 18.087721
 40.340000 -2.643272 2.454152 17.072570
 40.360000 -2.614015 2.341523 17.291255
 40.380000 -2.693011 2.196988 16.646237
 40.400000 -2.764700 2.118908 15.910816
 40.420000 -2.427544 2.122802 18.166531
 40.440000 -2.655335 2.030720 16.975495
 40.460000 -2.547646 2.144095 17.700940
 40.480000 -2.457080 2.063759 18.081722
 40.500000 -2.538399 2.170503 17.748876
 40.520000 -2.424235 2.338033 18.174959
 40.540000 -2.376316 2.318420 18.274803
 40.560000 -2.427834 2.419682 18.165784
 40.580000 -2.417195 2.595623 18.192202
 40.600000 -2.299800 2.720976 18.361782
 40.620000 -2.538241 2.761810 17.749674
 40.640000 -2.164311 2.861557 18.382417
 40.660000 -2.232697 2.873735 18.386134
 40.680000 -2.166292 3.012780 18.382753
 40.700000 -2.239745 3.009905 18.385202
 40.720000 -2.333665 3.005156 18.332757
 40.740000 -2.487188 -3.127144 17.976367
 40.760000 -2.597931 2.970236 17.401421
 40.780000 -2.757531 2.973667 15.990644
 40.800000 -3.079202 2.910088 11.335787
 40.820000 -2.963352 2.992352 13.214748
 40.840000 -3.138934 2.877949 10.329140
 40.860000 -2.989595 2.972880 12.802639
 40.880000 -2.887005 2.958924 14.350090
 40.900000 -2.728608 2.997688 16.298695
 40.920000 -2.716479 2.943905 16.421084
 40.940000 -2.571759 2.822591 17.565637
 40.960000 -2.687337 2.962365 16.698357
 40.980000 -2.681169 2.964788 16.753994
 41.000000 -2.791179 2.803566 15.604337
 41.020000 -2.791343 2.707915 16.201204
 41.040000 -2.772986 2.655387 16.415369
 41.060000 -2.660211 2.556909 17.517200
 41.080000 -2.614590 2.535673 17.855930
 41.100000 -2.598446 2.525630 17.961168
 41.120000 -2.340498 2.406895 18.753249
 41.140000 -2.459734 2.450372 18.572621
 41.160000 -2.322255 2.299989 18.760406
 41.180000 -2.356016 2.411307 18.743550
 41.200000 -2.283773 2.482075 18.762412
 41.220000 -2.340055 2.533357 18.753476
 41.240000 -2.236812 2.558166 18.745956
 41.260000 -2.378933 2.523379 18.722538
 41.280000 -2.221274 2.620447 18.737074
 41.300000 -1.963297 2.596550 18.543044
 41.320000 -2.029033 2.680320 18.584334
 41.340000 -1.960434 2.633601 18.541509
 41.360000 -2.043306 2.667219 18.594771
 41.380000 -2.053229 2.586486 18.602323
 41.400000 -2.156386 2.589401 18.688634
 41.420000 -2.240170 2.534878 18.747681
 41.440000 -2.563766 2.622963 18.161919
 41.460000 -2.534797 2.648682 18.304140
 41.480000 -2.699840 2.620394 17.172937
 41.500000 -2.714373 2.648405 17.034935
 41.520000 -2.653995 2.616374 17.566959
 41.540000 -2.614391 2.819684 17.857274
 41.560000 -2.614896 2.761296 17.853863
 41.580000 -2.584119 2.737820 18.048238
 41.600000 -2.670406 2.821192 17.433098
 41.620000 -2.878310 2.916152 15.063869
 41.640000 -2.714387 2.977143 17.034794
 41.660000 -3.047074 2.901052 12.407972
 41.680000 -2.972962 3.024345 13.631962
 41.700000 -3.091145 3.003793 11.651401
 41.720000 -3.095011 3.049370 11.584369
 41.740000 -2.956034 2.898642 13.900411
 41.760000 -2.806595 2.985106 16.016186
 41.780000 -2.873835 2.940956 15.127009
 41.800000 -2.703513 2.897285 17.138659
 41.820000 -2.698363 2.861257 17.186608
 41.840000 -2.683089 2.869536 17.324163
 41.860000 -2.528583 2.942168 18.331733
 41.880000 -2.646160 2.792616 17.628057
 41.900000 -2.511032 2.843433 18.404270
 41.920000 -2.436941 2.726711 18.628103
 41.940000 -2.302275 2.707844 18.763489
 41.960000 -2.299123 2.729242 18.763559
 41.980000 -2.178220 2.668572 18.706389
 42.000000 -2.150274 2.684243 18.683523
 42.020000 -2.132433 2.493698 19.190180
 42.040000 -2.174589 2.477897 19.225071
 42.060000 -2.264944 2.414925 19.268790
 42.080000 -2.205501 2.524533 19.246170
 42.100000 -2.248689 2.471237 19.265497
 42.120000 -2.369096 2.329175 19.214929
 42.140000 -2.354049 2.293377 19.232416
 42.160000 -2.392815 2.279203 19.179297
 42.180000 -2.423720 2.378907 19.116675
 42.200000 -2.374427 2.280651 19.207804
 42.220000 -2.406488 2.335510 19.153948
 42.240000 -2.463428 2.384123 19.006513
 42.260000 -2.481165 2.503141 18.945571
 42.280000 -2.545313 2.382546 18.658494
 42.300000 -2.546544 2.631891 18.651918
 42.320000 -2.556631 2.868331 18.596432
 42.340000 -2.712102 2.882031 17.366767
 42.360000 -2.661051 2.917188 17.849587
 42.380000 -2.760443 2.862354 16.838424
 42.400000 -2.610615 3.139234 18.250352
 42.420000 -2.751847 3.016578 16.937305
 42.440000 -2.771328 2.993000 16.710215
 42.460000 -2.869354 3.096320 15.411882
 42.480000 -2.873847 -3.091167 15.346579
 42.500000 -3.008807 2.945771 13.203295
 42.520000 -2.989776 3.014374 13.523652
 42.540000 -3.108758 3.122204 11.459883
 42.560000 -3.048064 3.037419 12.528939
 42.580000 -2.970141 2.923958 13.848915
 42.600000 -3.012022 2.893927 13.148729
 42.620000 -2.659883 3.102049 17.859722
 42.640000 -2.652052 2.940781 17.926628
 42.660000 -2.532988 2.749591 18.722095
 42.680000 -2.368934 2.788223 19.215137
 42.700000 -2.389397 2.861680 19.185071
 42.720000 -2.375808 2.682938 19.205878
 42.740000 -2.263155 2.562379 19.268550
 42.760000 -2.422116 2.541626 19.120402
 42.780000 -2.278656 2.436356 19.269558
 42.800000 -2.374844 2.268541 19.207226
 42.820000 -2.439293 2.149323 19.077634
 42.840000 -2.288695 2.234826 19.268840
 42.860000 -2.068084 2.255746 19.130345
 42.880000 -2.260937 2.105692 19.268209
 42.900000 -2.058044 2.012704 19.120861
 42.920000 -2.090585 2.104935 19.151654
 42.940000 -2.091470 2.153425 19.152489
 42.960000 -1.861522 2.090117 18.953742
 42.980000 -1.944972 2.182927 19.020556
 43.000000 -2.039678 2.072859 19.103696
 43.020000 -1.839511 2.286694 19.415084
 43.040000 -1.907926 2.181479 19.488690
 43.060000 -1.955231 2.146293 19.535428
 43.080000 -1.635311 2.312339 19.036970
 43.100000 -1.809039 2.370458 19.377956
 43.120000 -1.664618 2.343223 19.116921
 43.140000 -1.527626 2.209496 18.622749
 43.160000 -1.635026 2.301990 19.036134
 43.180000 -1.533574 2.480126 18.651340
 43.200000 -1.327910 2.479873 17.178891
 43.220000 -1.379222 2.529869 17.645552
 43.240000 -1.319029 2.592740 17.091126
 43.260000 -1.282187 2.621134 16.704902
 43.280000 -1.403023 2.719854 17.838771
 43.300000 -1.171229 2.595507 15.334889
 43.320000 -1.055490 2.701615 13.619227
 43.340000 -1.037536 2.641337 13.332766
 43.360000 -0.885594 2.548947 10.777410
 43.380000 -0.761321 2.433214 8.652498
 43.400000 -0.857526 2.473093 10.294148
 43.420000 -0.955931 2.519335 11.982265
 43.440000 -0.985669 2.472262 12.482311
 43.460000 -1.254243 2.504586 16.388446
 43.480000 -1.051066 2.195082 13.549072
 43.500000 -1.297746 2.409689 16.872359
 43.520000 -1.444215 2.272192 18.138975
 43.540000 -1.340377 2.218333 17.298594
 43.560000 -1.387419 2.108042 17.713751
 43.580000 -1.242677 1.913267 16.251694
 43.600000 -1.271994 1.916011 16.591777
 43.620000 -1.140292 1.735749 14.901334
 43.640000 -1.392667 1.713739 17.756500
 43.660000 -1.174324 1.655251 15.377106
 43.680000 -1.452805 1.791972 18.196275
 43.700000 -1.331449 1.580285 17.213282
 43.720000 -1.196782 1.459866 15.676755
 43.740000 -1.188909 1.292890 15.573071
 43.760000 -0.975093 1.249274 12.305398
 43.780000 -0.877955 1.009135 10.645835
 43.800000 -0.983478 1.018607 12.445740
 43.820000 -1.058304 0.808521 13.663693
 43.840000 -1.344225 0.901532 17.334716
 43.860000 -1.567481 0.850342 18.800706
 43.880000 -1.538160 0.722890 18.672884
 43.900000 -1.600599 0.702187 18.925747
 43.920000 -1.696341 0.722744 19.190995
 43.940000 -1.461185 0.382698 18.250462
 43.960000 -1.596695 0.582831 18.912012
 43.980000 -1.611600 0.318918 18.963086
 44.000000 -1.505128 0.370991 18.507770
 44.020000 -1.504098 0.304650 19.028419
 44.040000 -1.445777 0.274797 18.672651
 44.060000 -1.301890 0.303565 17.407343
 44.080000 -1.250817 0.250097 16.821120
 44.100000 -1.078077 0.060912 14.361939
 44.120000 -0.928139 0.133520 11.812205
 44.140000 -0.956572 0.037250 12.313097
 44.160000 -0.853737 0.085081 10.489838
 44.180000 -0.707228 0.134330 7.941061
 44.200000 -0.790649 -0.010453 9.373431
 44.220000 -1.081361 0.285792 14.414452
 44.240000 -1.093165 0.109727 14.601653
 44.260000 -1.323965 0.263851 17.638556
 44.280000 -1.282116 0.236655 17.188771
 44.300000 -1.407337 0.301751 18.390161
 44.320000 -1.488695 0.398988 18.942668
 44.340000 -1.210256 0.488430 16.306553
 44.360000 -1.188418 0.339955 16.012344
 44.380000 -1.393342 0.751339 18.277369
 44.400000 -1.171820 0.619906 15.780875
 44.420000 -1.155102 0.774949 15.541162
 44.440000 -1.244711 1.052271 16.746372
 44.460000 -1.206754 1.017585 16.260160
 44.480000 -1.326570 1.246640 17.664945
 44.500000 -1.404945 1.264085 18.371265
 44.520000 -1.273074 1.355987 17.085258
 44.540000 -1.341978 1.575298 17.817200
 44.560000 -1.318419 1.470559 17.581738
 44.580000 -1.264736 1.711219 16.987849
 44.600000 -1.156963 1.483633 15.568165
 44.620000 -1.144505 1.687130 15.385978
 44.640000 -1.041454 1.754025 13.764487
 44.660000 -1.174003 1.710326 15.811706
 44.680000 -1.071043 1.851322 14.248861
 44.700000 -1.024453 1.899015 13.480420
 44.720000 -0.962648 1.918506 12.419401
 44.740000 -0.812422 1.967169 9.756711
 44.760000 -0.777171 1.871965 9.137980
 44.780000 -0.702878 1.978639 7.868109
 44.800000 -0.713186 2.158575 8.041353
 44.820000 -0.590822 2.099891 6.100166
 44.840000 -0.788452 2.086704 9.334950
 44.860000 -0.828790 2.216066 10.046570
 44.880000 -1.019992 2.201995 13.405250
 44.900000 -1.039496 2.410034 13.731969
 44.920000 -1.111184 2.455813 14.882717
 44.940000 -1.429786 2.252030 18.559922
 44.960000 -1.445802 2.383130 18.672818
 44.980000 -1.635125 2.410615 19.548110
 45.000000 -1.672288 2.408643 19.638375
 45.020000 -1.755849 2.412210 20.270572
 45.040000 -1.918479 2.355678 20.348639
 45.060000 -2.019005 2.510966 20.346995
 45.080000 -2.061965 2.303942 20.340987
 45.100000 -2.200227 2.364839 20.286346
 45.120000 -2.353285 2.401616 20.061418
 45.140000 -2.498650 2.577379 19.504424
 45.160000 -2.586125 2.525200 18.932674
 45.180000 -2.778671 2.344161 16.931845
 45.200000 -2.800167 2.569252 16.645690
 45.220000 -3.035100 2.613999 12.887325
 45.240000 -2.960336 2.808453 14.183469
 45.260000 -3.008551 2.709673 13.354922
 45.280000 -2.947428 2.870010 14.399812
 45.300000 -2.917790 2.903654 14.886302
 45.320000 -2.775215 3.066078 16.976742
 45.340000 -2.851238 2.997779 15.919547
 45.360000 -2.729795 3.105104 17.537387
 45.380000 -2.806834 -3.126983 16.554558
 45.400000 -2.945024 2.994648 14.439827
 45.420000 -2.839264 3.113870 16.095474
 45.440000 -2.958344 3.068509 14.217031
 45.460000 -2.774523 3.063676 16.985686
 45.480000 -2.801428 2.869624 16.628533
 45.500000 -2.719216 3.030572 17.659920
 45.520000 -2.645923 2.948165 18.422480
 45.540000 -2.411857 2.849607 19.888317
 45.560000 -2.644438 2.703456 18.436369
 45.580000 -2.468000 2.871358 19.659246
 45.600000 -2.664788 2.805070 18.240678
 45.620000 -2.666169 2.541304 18.226972
 45.640000 -2.620981 2.546013 18.647481
 45.660000 -2.774627 2.490193 16.984346
 45.680000 -2.792561 2.501498 16.748280
 45.700000 -2.658592 2.336545 18.301498
 45.720000 -2.721165 2.344892 17.637578
 45.740000 -2.661319 2.408233 18.274861
 45.760000 -2.515684 2.334842 19.408518
 45.780000 -2.743956 2.339457 17.368531
 45.800000 -2.529846 2.422348 19.323246
 45.820000 -2.569030 2.514659 19.060252
 45.840000 -2.618073 2.482188 18.672579
 45.860000 -2.630046 2.571356 18.567734
 45.880000 -2.582187 2.734147 18.962773
 45.900000 -2.710089 2.774374 17.763137
 45.920000 -2.420816 2.824412 19.856183
 45.940000 -2.543400 2.850749 19.236827
 45.960000 -2.503896 -3.122097 19.475653
 45.980000 -2.475242 3.020278 19.624661
 46.000000 -2.494422 3.013567 19.527117
 46.020000 -2.589434 3.037635 19.402431
 46.040000 -2.720662 3.099543 18.105390
 46.060000 -2.927627 2.997083 15.095218
 46.080000 -3.122749 2.890227 11.569109
 46.100000 -2.991790 2.949754 13.980353
 46.120000 3.049200 2.803920 9.504940
 46.140000 -2.998048 2.953801 13.868518
 46.160000 -3.010910 2.728660 13.637191
 46.180000 -2.822810 2.972656 16.752384
 46.200000 -2.804608 2.847669 17.013992
 46.220000 -2.599707 2.913492 19.319277
 46.240000 -2.723496 2.871144 18.071761
 46.260000 -2.486472 2.970682 20.071384
 46.280000 -2.543562 2.831356 19.736574
 46.300000 -2.511162 2.721582 19.937271
 46.320000 -2.440330 2.793097 20.280915
 46.340000 -2.524575 2.685831 19.857639
 46.360000 -2.392734 2.674941 20.445976
 46.380000 -2.325676 2.444436 20.602851
 46.400000 -2.332051 2.549929 20.591288
 46.420000 -2.409353 2.615124 20.393853
 46.440000 -2.389865 2.405777 20.454401
 46.460000 -2.414987 2.457238 20.374872
 46.480000 -2.470780 2.473213 20.148470
 46.500000 -2.539542 2.535063 19.763035
 46.520000 -2.669150 2.352099 18.675289
 46.540000 -2.615617 2.408177 19.184345
 46.560000 -2.541326 2.482279 19.751349
 46.580000 -2.647020 2.569866 18.896016
 46.600000 -2.633656 2.603474 19.022288
 46.620000 -2.663852 2.550446 18.729454
 46.640000 -2.594058 2.945978 19.365387
 46.660000 -2.809673 2.721390 16.942053
 46.680000 -2.695762 2.832637 18.390659
 46.700000 -2.970714 2.802299 14.353329
 46.720000 -2.911509 3.063716 15.364624
 46.740000 -3.002673 2.859759 13.785554
 46.760000 -3.069913 2.858488 12.555373
 46.780000 -3.009437 3.053089 13.663783
 46.800000 -2.908215 -3.126910 15.419117
 46.820000 -2.840101 -3.121310 16.495992
 46.840000 -2.789817 2.992947 17.220222
 46.860000 -2.666800 -2.961611 18.699414
 46.880000 -2.815110 -3.095957 16.864104
 46.900000 -2.626790 3.049374 19.085106
 46.920000 -2.710624 2.953129 18.222590
 46.940000 -2.653772 3.099686 18.830210
 46.960000 -2.694350 2.863911 18.406289
 46.980000 -2.755310 2.653466 17.678549
 47.000000 -2.794067 2.658002 17.161555
 47.020000 -2.650258 2.590032 19.404542
 47.040000 -2.782979 2.508997 17.872187
 47.060000 -2.810804 2.371175 17.484348
 47.080000 -2.710883 2.359414 18.771953
 47.100000 -2.676046 2.389977 19.149522
 47.120000 -2.681531 2.256735 19.092601
 47.140000 -2.545365 2.150498 20.228966
 47.160000 -2.630559 2.329008 19.585342
 47.180000 -2.534977 2.451670 20.292560
 47.200000 -2.382431 2.295317 20.897696
 47.220000 -2.496010 2.438946 20.503863
 47.240000 -2.339486 2.569946 20.974020
 47.260000 -2.257419 2.679038 21.037269
 47.280000 -2.194008 2.623508 21.031978
 47.300000 -2.230232 2.608490 21.039620
 47.320000 -2.163365 2.710167 21.017888
 47.340000 -2.394612 2.743557 20.869544
 47.360000 -2.202037 2.654248 21.034605
 47.380000 -2.392690 2.630376 20.874190
 47.400000 -2.395853 2.910492 20.866505
 47.420000 -2.568585 2.763038 20.075395
 47.440000 -2.495190 2.904176 20.507856
 47.460000 -2.680510 2.885417 19.103264
 47.480000 -2.623649 2.945608 19.645893
