#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 80.300000 -1.444122 1.386150 28.585185
 80.320000 -1.316806 1.429976 27.455307
 80.340000 -1.228039 1.681543 26.243766
 80.360000 -1.300849 1.547900 27.263492
 80.380000 -1.223569 1.732486 26.173566
 80.400000 -0.992099 1.765687 21.480724
 80.420000 -1.008686 1.808436 21.874915
 80.440000 -0.875540 1.855084 18.551945
 80.460000 -0.952854 1.915187 20.522336
 80.480000 -0.997813 1.962668 21.617276
 80.500000 -0.714432 2.021083 14.328581
 80.520000 -0.678051 2.015867 13.390207
 80.540000 -0.608356 2.146440 11.656129
 80.560000 -0.840898 2.191028 17.647935
 80.580000 -0.695869 2.253179 13.847599
 80.600000 -0.925273 2.288083 19.829538
 80.620000 -0.809224 2.412728 16.814471
 80.640000 -0.876825 2.391230 18.585285
 80.660000 -1.023650 2.401501 22.224466
 80.680000 -0.917619 2.440633 19.634979
 80.700000 -1.032898 2.457661 22.437401
 80.720000 -1.174058 2.506915 25.338684
 80.740000 -1.340448 2.603555 27.718524
 80.760000 -1.316054 2.642969 27.446519
 80.780000 -1.441030 2.563316 28.565887
 80.800000 -1.235201 2.560618 26.354424
 80.820000 -1.434471 2.617218 28.523679
 80.840000 -1.691032 2.679152 29.087314
 80.860000 -1.546486 2.587491 29.019935
 80.880000 -1.452037 2.531799 28.632839
 80.900000 -1.855982 2.441856 28.726859
 80.920000 -1.733723 2.650306 29.022770
 80.940000 -1.955310 2.392979 28.440338
 80.960000 -1.975839 2.526540 28.381432
 80.980000 -1.922264 2.474463 28.536233
 81.000000 -2.185390 2.365371 27.806314
 81.020000 -2.404054 2.344031 27.280573
 81.040000 -2.499805 2.278228 26.611574
 81.060000 -2.379838 2.486723 27.414579
 81.080000 -2.725389 2.265904 23.919554
 81.100000 -2.628239 2.417252 25.288711
 81.120000 -2.840026 2.341466 21.897938
 81.140000 -2.928456 2.581166 20.076813
 81.160000 -2.785062 2.562391 22.919219
 81.180000 -2.868030 2.663769 21.342706
 81.200000 -3.011975 2.828640 18.202279
 81.220000 -2.993391 2.901639 18.629695
 81.240000 -3.088126 2.844256 16.408071
 81.260000 -3.084558 2.937033 16.493313
 81.280000 -2.992070 -3.127183 18.659882
 81.300000 3.109290 3.099567 14.350913
 81.320000 -3.016019 -3.098098 18.108655
 81.340000 -3.007765 -3.036435 18.299540
 81.360000 -2.931658 -2.947183 20.007441
 81.380000 -2.743050 -2.917198 23.635750
 81.400000 -2.766928 -3.110002 23.235518
 81.420000 -2.652349 -2.996077 24.979209
 81.440000 -2.578436 -3.066527 25.865319
 81.460000 -2.603484 3.106881 25.585835
 81.480000 -2.592144 3.058153 25.714973
 81.500000 -2.548455 3.042118 26.172707
 81.520000 -2.633696 2.879568 25.220406
 81.540000 -2.596214 2.715247 25.669128
 81.560000 -2.584580 2.726458 25.798710
 81.580000 -2.772658 2.471939 23.136710
 81.600000 -2.756890 2.558821 23.406052
 81.620000 -3.002794 2.206768 18.414045
 81.640000 -2.893370 2.187438 20.822267
 81.660000 -2.920215 2.116734 20.254296
 81.680000 -2.961854 2.131796 19.342518
 81.700000 -2.857788 1.983037 21.548319
 81.720000 -2.873595 2.098360 21.229810
 81.740000 -2.848223 2.155590 21.737721
 81.760000 -2.626005 2.137828 25.316381
 81.780000 -2.550059 2.316789 26.156994
 81.800000 -2.518067 2.309066 26.455275
 81.820000 -2.276275 2.536394 27.866451
 81.840000 -2.347609 2.440248 27.574445
 81.860000 -2.306853 2.521781 27.750448
 81.880000 -2.261369 2.612241 27.918826
 81.900000 -2.296679 2.818045 27.790425
 81.920000 -2.362642 2.707009 27.502348
 81.940000 -2.220936 2.846590 28.049664
 81.960000 -2.461225 3.020103 26.910053
 81.980000 -2.497256 3.073265 26.632602
 82.000000 -2.449788 3.088517 26.990713
 82.020000 -2.601186 3.063932 25.959546
 82.040000 -2.697054 -3.124243 24.678438
 82.060000 -2.695983 3.138954 24.694544
 82.080000 -3.071589 2.963977 16.992791
 82.100000 -3.050272 3.042188 17.506288
 82.120000 3.141501 3.042215 15.287436
 82.140000 2.870357 2.841960 9.012953
 82.160000 3.086501 2.895797 13.948504
 82.180000 3.048474 2.992978 13.032557
 82.200000 3.045656 2.978982 12.965298
 82.220000 -2.889094 2.958279 21.173316
 82.240000 -2.967414 2.971557 19.449684
 82.260000 -2.926947 3.010099 20.356918
 82.280000 -2.548941 3.059456 26.522740
 82.300000 -2.705437 2.667922 24.550989
 82.320000 -2.501734 2.710666 26.954526
 82.340000 -2.453950 2.763240 27.322341
 82.360000 -2.524926 2.656225 26.751229
 82.380000 -2.438656 2.404474 27.426498
 82.400000 -2.228451 2.530397 28.358995
 82.420000 -2.385520 2.504552 27.742407
 82.440000 -2.273184 2.476506 28.219999
 82.460000 -2.180167 2.414771 28.488521
 82.480000 -2.206676 2.436601 28.419572
 82.500000 -2.038005 2.440131 28.814964
 82.520000 -2.089811 2.310113 28.700088
 82.540000 -2.185445 2.373370 28.475154
 82.560000 -1.999503 2.501424 28.900661
 82.580000 -1.901305 2.475202 29.120800
 82.600000 -2.064522 2.361936 28.756201
 82.620000 -2.010860 2.488275 28.875334
 82.640000 -2.148231 2.444171 28.566427
 82.660000 -2.089639 2.459012 28.700471
 82.680000 -2.131278 2.396378 28.606137
 82.700000 -2.297590 2.439349 28.133958
 82.720000 -2.471968 2.380236 27.191410
 82.740000 -2.419562 2.411668 27.547957
 82.760000 -2.606266 2.403906 25.899773
 82.780000 -2.653671 2.550385 25.298307
 82.800000 -2.790718 2.594676 23.115995
 82.820000 -2.925921 2.701811 20.379473
 82.840000 -2.864299 2.831150 21.689389
 82.860000 -2.891984 2.831040 21.112160
 82.880000 -2.891765 3.004135 21.116796
 82.900000 -2.889889 3.140204 21.156519
 82.920000 -2.954578 -3.077173 19.741085
 82.940000 -3.014881 -2.988892 18.347737
 82.960000 -2.947366 -2.813158 19.903390
 82.980000 3.128828 -2.868263 14.978646
 83.000000 -3.014535 -2.777506 18.355892
 83.020000 -3.125494 -2.777230 16.201088
 83.040000 3.135392 -2.802682 15.653036
 83.060000 3.089194 -3.036155 14.516120
 83.080000 -3.083183 -2.926542 17.237567
 83.100000 -3.140293 -3.137222 15.837422
 83.120000 -2.876291 3.101397 21.955076
 83.140000 -2.971648 2.877920 19.881030
 83.160000 -2.692946 3.062145 25.186510
 83.180000 -2.623682 2.915773 26.099536
 83.200000 -2.652651 2.735313 25.738734
 83.220000 -2.501980 2.753642 27.295612
 83.240000 -2.469247 2.702182 27.535836
 83.260000 -2.429726 2.559478 27.785463
 83.280000 -2.373655 2.402520 28.072653
 83.300000 -2.430191 2.376971 27.782765
 83.320000 -2.506144 2.270639 27.262728
 83.340000 -2.359820 2.221839 28.132846
 83.360000 -2.567468 2.101514 26.714297
 83.380000 -2.530572 2.226812 27.058875
 83.400000 -2.506019 2.259496 27.263720
 83.420000 -2.627102 2.151433 26.058504
 83.440000 -2.525293 2.255714 27.104537
 83.460000 -2.575311 2.227068 26.635166
 83.480000 -2.630090 2.312454 26.022319
 83.500000 -2.530810 2.406679 27.056798
 83.520000 -2.538276 2.513972 26.990631
 83.540000 -2.618512 2.685569 26.160754
 83.560000 -2.613919 2.781408 26.214339
 83.580000 -2.693872 2.993356 25.173127
 83.600000 -2.805281 3.057312 23.339748
 83.620000 -2.736680 -3.049253 24.520339
 83.640000 -2.930607 -3.140787 20.799935
 83.660000 -2.856447 -3.026492 22.357691
 83.680000 -2.922351 -3.062397 20.980095
 83.700000 -2.936460 -3.104129 20.671201
 83.720000 -2.962085 3.139920 20.098395
 83.740000 -3.038866 3.122401 18.308349
 83.760000 3.129737 3.137309 15.513902
 83.780000 3.134133 3.105974 15.622083
 83.800000 3.091515 3.099622 14.573144
 83.820000 -3.094828 3.000710 16.953186
 83.840000 -2.872947 3.132932 22.023696
 83.860000 -2.848706 2.960993 22.511627
 83.880000 -2.586355 2.908373 26.520144
 83.900000 -2.589089 2.794318 26.491010
 83.920000 -2.566721 2.798488 26.721724
 83.940000 -2.452019 2.703739 27.649840
 83.960000 -2.459846 2.536044 27.599069
 83.980000 -2.487691 2.410758 27.404402
 84.000000 -2.361080 2.377306 28.127525
 84.020000 -2.485899 2.263866 27.751691
 84.040000 -2.320530 2.177963 28.625938
 84.060000 -2.265029 2.179287 28.793939
 84.080000 -2.176137 2.062617 28.988339
 84.100000 -2.151818 2.019758 29.031563
 84.120000 -2.048185 1.991385 29.197129
 84.140000 -2.018794 2.104235 29.242988
 84.160000 -1.866195 2.021894 29.485846
 84.180000 -1.760946 2.074042 29.619681
 84.200000 -1.876666 2.099004 29.469708
 84.220000 -1.714432 2.239198 29.648094
 84.240000 -1.789128 2.050252 29.591169
 84.260000 -1.519569 2.187488 29.314986
 84.280000 -1.558955 2.287885 29.461229
 84.300000 -1.392483 2.220453 28.470500
 84.320000 -1.320084 2.220499 27.699674
 84.340000 -1.208842 2.145647 26.076988
 84.360000 -1.203291 2.334768 25.982308
 84.380000 -1.080483 2.195962 23.578650
 84.400000 -0.843504 2.252226 17.746700
 84.420000 -1.020358 2.322631 22.215196
 84.440000 -0.572486 2.252471 10.806536
 84.460000 -0.749541 2.206930 15.264740
 84.480000 -0.555465 2.261331 10.409457
 84.500000 -0.477515 2.164864 8.684888
 84.520000 -0.495439 2.229992 9.067568
 84.540000 -0.487603 2.084620 8.899183
 84.560000 -0.528727 2.184291 9.800740
 84.580000 -0.686085 2.030483 13.609722
 84.600000 -0.827310 2.137714 17.319020
 84.620000 -0.773634 2.039360 15.898755
 84.640000 -1.119723 2.223114 24.406638
 84.660000 -1.004399 1.994681 21.836298
 84.680000 -1.233563 2.047949 26.483105
 84.700000 -1.329901 2.110914 27.817248
 84.720000 -1.241222 1.995921 26.603725
 84.740000 -1.227476 1.982233 26.385476
 84.760000 -1.332070 1.867340 27.842666
 84.780000 -1.447184 1.937163 28.908986
 84.800000 -1.431685 1.808223 28.796851
 84.820000 -1.569932 1.853267 29.493595
 84.840000 -1.342145 1.711932 27.958103
 84.860000 -1.611138 1.798528 29.585522
 84.880000 -1.422747 1.549078 28.727904
 84.900000 -1.463400 1.598785 29.016464
 84.920000 -1.333819 1.372992 27.863026
 84.940000 -1.271294 1.432005 27.053257
 84.960000 -1.046994 1.154142 22.832473
 84.980000 -1.113276 1.211477 24.274153
 85.000000 -1.016313 1.047193 22.119776
 85.020000 -0.932343 0.977639 20.496907
 85.040000 -1.150826 1.021424 25.459634
 85.060000 -0.948757 0.927529 20.914080
 85.080000 -1.182235 0.769662 26.039626
 85.100000 -1.316479 0.931030 28.041442
 85.120000 -1.220166 0.711123 26.684421
 85.140000 -1.345735 0.818480 28.372603
 85.160000 -1.374882 0.740168 28.665637
 85.180000 -1.358317 0.774273 28.503574
 85.200000 -1.318903 0.632339 28.070308
 85.220000 -1.357616 0.739134 28.496459
 85.240000 -1.107233 0.593068 24.590575
 85.260000 -1.256249 0.691972 27.240494
 85.280000 -1.171258 0.681793 25.841566
 85.300000 -1.246275 0.643941 27.092427
 85.320000 -1.230346 0.619641 26.847005
 85.340000 -1.302896 0.568627 27.874875
 85.360000 -1.314742 0.727027 28.020595
 85.380000 -1.227440 0.481344 26.801050
 85.400000 -1.306580 0.854020 27.920861
 85.420000 -1.167906 0.620961 25.780081
 85.440000 -1.373778 0.903281 28.655205
 85.460000 -1.236292 0.881996 26.939907
 85.480000 -1.234367 0.860726 26.909991
 85.500000 -1.214744 0.949657 26.596012
 85.520000 -1.214800 1.048286 26.596932
 85.540000 -1.049813 1.001313 23.343753
 85.560000 -1.165296 1.091840 25.731871
 85.580000 -1.275677 1.190876 27.516382
 85.600000 -1.272475 1.312534 27.472052
 85.620000 -1.381422 1.251237 28.726404
 85.640000 -1.353868 1.508199 28.458043
 85.660000 -1.380685 1.368980 28.719647
 85.680000 -1.318168 1.473461 28.061575
 85.700000 -1.249540 1.427603 27.141374
 85.720000 -1.133209 1.304971 25.117011
 85.740000 -1.034463 1.284372 22.992262
 85.760000 -1.185204 1.346395 26.092319
 85.780000 -1.019339 1.151561 22.639152
 85.800000 -1.095254 1.237227 24.339675
 85.820000 -1.166792 1.276021 25.759533
 85.840000 -1.249816 1.159376 27.145490
 85.860000 -1.352672 1.293955 28.445658
 85.880000 -1.426538 1.114912 29.096734
 85.900000 -1.388981 1.130770 28.794379
 85.920000 -1.138581 0.933062 25.222753
 85.940000 -1.341232 1.026866 28.324065
 85.960000 -1.192004 0.728168 26.211561
 85.980000 -1.174230 0.795336 25.895697
 86.000000 -1.290114 0.743272 27.710628
 86.020000 -1.236522 0.789644 27.291029
 86.040000 -1.305506 0.651404 28.256595
 86.060000 -1.458092 0.815770 29.640133
 86.080000 -1.278734 0.645465 27.907425
 86.100000 -1.309966 0.794561 28.311590
 86.120000 -1.373440 0.588911 28.997229
 86.140000 -1.403038 0.639834 29.256332
 86.160000 -1.175347 0.549087 26.257643
 86.180000 -1.342682 0.708169 28.687416
 86.200000 -1.077461 0.583208 24.282086
 86.220000 -1.243845 0.762416 27.403689
 86.240000 -1.240080 0.774706 27.346066
 86.260000 -1.093258 0.806018 24.624944
 86.280000 -1.264797 0.917203 27.712766
 86.300000 -1.247305 0.886438 27.456075
 86.320000 -1.151087 0.997837 25.802853
 86.340000 -1.201870 0.959902 26.725825
 86.360000 -1.298976 1.150961 28.174452
 86.380000 -1.130681 0.924150 25.401717
 86.400000 -1.512423 1.204541 29.903181
 86.420000 -1.328909 1.120519 28.535066
 86.440000 -1.273468 1.247670 27.834905
 86.460000 -1.305258 1.259695 28.253511
 86.480000 -1.355862 1.270814 28.825290
 86.500000 -1.253253 1.119849 27.544909
 86.520000 -1.366751 1.210650 28.933402
 86.540000 -1.228590 1.100242 27.166313
 86.560000 -1.091925 1.188244 24.596356
 86.580000 -1.356364 1.075962 28.830389
 86.600000 -1.185705 1.140255 26.444156
 86.620000 -1.261048 1.023482 27.658911
 86.640000 -1.423916 1.145866 29.416543
 86.660000 -1.399897 1.008197 29.230628
 86.680000 -1.409529 1.085401 29.308120
 86.700000 -1.200644 0.919291 26.704856
 86.720000 -1.308048 1.023760 28.288047
 86.740000 -1.096745 0.838089 24.699457
 86.760000 -1.231592 0.837809 27.213840
 86.780000 -1.182155 0.927727 26.380761
 86.800000 -1.133282 0.780477 25.453759
 86.820000 -1.305834 1.029219 28.260679
 86.840000 -1.114649 0.781805 25.075245
 86.860000 -1.443669 1.019003 29.551484
 86.880000 -1.236781 0.850822 27.295058
 86.900000 -1.386129 0.971380 29.112950
 86.920000 -1.399592 0.856314 29.228108
 86.940000 -1.491182 0.997695 29.813270
 86.960000 -1.370993 0.850156 28.974107
 86.980000 -1.503483 1.086349 29.867299
 87.000000 -1.484196 0.863384 29.780135
 87.020000 -1.523243 1.120255 30.260539
 87.040000 -1.375504 0.877039 29.328835
 87.060000 -1.261209 0.976329 27.954574
 87.080000 -0.952683 0.920841 21.502030
 87.100000 -0.847979 0.788003 18.708022
 87.120000 -0.733538 0.865204 15.571853
 87.140000 -0.911353 0.940780 20.417183
 87.160000 -0.879271 0.795478 19.557054
 87.180000 -1.057687 1.136382 24.076391
 87.200000 -1.335559 0.992219 28.916729
 87.220000 -1.386371 1.230620 29.428559
 87.240000 -1.298248 1.193972 28.465947
 87.260000 -1.527892 1.159340 30.276169
 87.280000 -1.510742 1.254292 30.214743
 87.300000 -1.478092 1.056928 30.068147
 87.320000 -1.467150 1.264898 30.009960
 87.340000 -1.285949 1.117274 28.303188
 87.360000 -1.303253 1.186911 28.530168
 87.380000 -1.369385 1.158646 29.270368
 87.400000 -1.381265 1.174009 29.382351
 87.420000 -1.119836 0.964341 25.437647
 87.440000 -1.349777 1.205865 29.071684
 87.460000 -0.972592 0.831360 22.012054
 87.480000 -1.208650 1.088140 27.121457
 87.500000 -1.153543 0.925428 26.115819
 87.520000 -0.974913 0.987427 22.070901
 87.540000 -1.214610 0.872753 27.222173
 87.560000 -1.393022 0.954994 29.487003
 87.580000 -1.234384 0.802137 27.544933
 87.600000 -1.352485 0.939094 29.100154
 87.620000 -1.368414 0.853180 29.260931
 87.640000 -1.347238 0.936858 29.044690
 87.660000 -1.408031 0.779876 29.611756
 87.680000 -1.478807 0.872702 30.071786
 87.700000 -1.330325 0.806493 28.857363
 87.720000 -1.378052 0.740625 29.352686
 87.740000 -1.427975 0.841677 29.762375
 87.760000 -1.229016 0.782319 27.459057
 87.780000 -1.353603 0.858419 29.111810
 87.800000 -1.139937 0.808767 25.847513
 87.820000 -1.201433 0.808445 26.997385
 87.840000 -1.228001 0.746149 27.442666
 87.860000 -1.101383 0.939000 25.047880
 87.880000 -1.006369 0.746877 22.855380
 87.900000 -1.224774 1.045801 27.390274
 87.920000 -1.192280 0.912952 26.836720
 87.940000 -1.252015 1.125281 27.817853
 87.960000 -1.295532 0.921183 28.430606
 87.980000 -1.413767 1.167282 29.656823
 88.000000 -1.275340 1.085938 28.157142
 88.020000 -1.328746 1.123396 29.179937
 88.040000 -1.300742 1.242415 28.840074
 88.060000 -1.371135 1.192723 29.624440
 88.080000 -1.384580 1.148719 29.748130
 88.100000 -1.395569 1.320304 29.843131
 88.120000 -1.220227 1.059470 27.656267
 88.140000 -1.133967 1.261457 26.058660
 88.160000 -1.173358 1.233214 26.829247
 88.180000 -1.163946 1.033989 26.651175
 88.200000 -1.096851 1.145276 25.275021
 88.220000 -1.157746 1.066555 26.531760
 88.240000 -1.193736 1.109877 27.201126
 88.260000 -1.266522 1.115181 28.374107
 88.280000 -1.339446 1.066532 29.300030
 88.300000 -1.280748 1.026238 28.574566
 88.320000 -1.396217 1.046138 29.848559
 88.340000 -1.417222 1.023976 30.014422
 88.360000 -1.556255 1.032761 30.656262
 88.380000 -1.477102 0.840149 30.383134
 88.400000 -1.560868 1.067681 30.665454
 88.420000 -1.273853 0.866818 28.478605
 88.440000 -1.200695 0.867752 27.323777
 88.460000 -1.371758 0.901114 29.630357
 88.480000 -1.008830 0.702643 23.220103
 88.500000 -1.132680 0.852385 26.032376
 88.520000 -1.073446 0.813468 24.754547
 88.540000 -1.155188 0.694949 26.482014
 88.560000 -1.206858 0.929727 27.430561
 88.580000 -1.271384 0.785454 28.443690
 88.600000 -1.241384 0.976714 27.996671
 88.620000 -1.422459 0.859669 30.052730
 88.640000 -1.654098 0.915550 30.720035
 88.660000 -1.408845 1.038670 29.950641
 88.680000 -1.442950 0.887015 30.191222
 88.700000 -1.461055 1.033859 30.298880
 88.720000 -1.560940 1.116332 30.665592
 88.740000 -1.582810 1.044713 30.700078
 88.760000 -1.490700 1.181185 30.446557
 88.780000 -1.245163 1.079482 28.055295
 88.800000 -1.346657 1.091708 29.377936
 88.820000 -1.120590 1.210777 25.782363
 88.840000 -0.834107 0.981320 18.576908
 88.860000 -0.956573 1.272330 21.891816
 88.880000 -0.856331 1.081960 19.191694
 88.900000 -1.084669 1.278407 25.006586
 88.920000 -1.023716 1.193108 23.585200
 88.940000 -1.065080 1.315331 24.563680
 88.960000 -1.131221 1.477619 26.002531
 88.980000 -1.427703 1.454643 30.089891
 89.000000 -1.283217 1.374030 28.608379
 89.020000 -1.417709 1.503796 30.343683
 89.040000 -1.419811 1.326367 30.358848
 89.060000 -1.330689 1.561902 29.536418
 89.080000 -1.552614 1.353203 30.946121
 89.100000 -1.521584 1.442770 30.869927
 89.120000 -1.436962 1.517305 30.475278
 89.140000 -1.525815 1.384632 30.882326
 89.160000 -1.470851 1.352215 30.668099
 89.180000 -1.317611 1.286586 29.384124
 89.200000 -1.234999 1.279341 28.230351
 89.220000 -1.030584 1.229883 24.053389
 89.240000 -0.822051 1.082780 18.478033
 89.260000 -1.054417 1.061049 24.624542
 89.280000 -0.986086 1.099545 22.940422
 89.300000 -1.045391 1.024395 24.410461
 89.320000 -1.166901 1.170840 27.035620
 89.340000 -1.070170 0.959109 24.991378
 89.360000 -1.358043 1.166481 29.828479
 89.380000 -1.431572 1.008739 30.440083
 89.400000 -1.347728 0.933214 29.722531
 89.420000 -1.477646 0.920487 30.701014
 89.440000 -1.731264 0.925749 30.857991
 89.460000 -1.399231 0.856831 30.201722
 89.480000 -1.446999 0.949681 30.537456
 89.500000 -1.358644 0.699602 29.834497
 89.520000 -1.545938 0.852777 30.932552
 89.540000 -1.471813 0.625042 30.672872
 89.560000 -1.313805 0.667105 29.338249
 89.580000 -1.045990 0.652623 24.424751
 89.600000 -1.114422 0.544765 25.972699
 89.620000 -1.046113 0.614493 24.427696
 89.640000 -0.851362 0.513810 19.301156
 89.660000 -1.175612 0.555801 27.200486
 89.680000 -1.159867 0.722760 26.900003
 89.700000 -1.306088 0.649958 29.243069
 89.720000 -1.250855 0.742656 28.477280
 89.740000 -1.176536 0.829851 27.217754
 89.760000 -1.257925 0.801047 28.583514
 89.780000 -1.492909 0.879392 30.768192
 89.800000 -1.364317 0.773868 29.890455
 89.820000 -1.251328 0.908776 28.484458
 89.840000 -1.412111 1.007142 30.302319
 89.860000 -1.270876 1.097898 28.771911
 89.880000 -1.380869 1.104074 30.045097
 89.900000 -1.366497 1.149514 29.911560
 89.920000 -1.235907 1.227471 28.244810
 89.940000 -1.251261 1.242331 28.483451
 89.960000 -1.155089 1.117282 26.806621
 89.980000 -1.098859 1.348326 25.635953
 90.000000 -0.931749 1.170606 21.511654
 90.020000 -1.059160 1.425634 25.184011
 90.040000 -0.983233 1.325641 23.325473
 90.060000 -1.320572 1.330126 29.777829
 90.080000 -1.257993 1.543617 28.970554
 90.100000 -1.245922 1.611423 28.792727
 90.120000 -1.283351 1.533927 29.320952
 90.140000 -1.348229 1.593460 30.073342
 90.160000 -1.333220 1.534026 29.917575
 90.180000 -1.209133 1.539719 28.207362
 90.200000 -1.149552 1.462612 27.122735
 90.220000 -1.052340 1.481156 25.024878
 90.240000 -1.293073 1.530942 29.446896
 90.260000 -1.234959 1.540785 28.625108
 90.280000 -1.234649 1.522378 28.620277
 90.300000 -1.160870 1.398899 27.341480
 90.320000 -1.142531 1.418664 26.984171
 90.340000 -1.139328 1.293898 26.920244
 90.360000 -1.032063 1.257501 24.542047
 90.380000 -1.077450 1.249348 25.602249
 90.400000 -1.070862 1.126109 25.453080
 90.420000 -1.322240 1.023212 29.796714
 90.440000 -1.354085 1.160087 30.131169
 90.460000 -1.410214 0.883540 30.603250
 90.480000 -1.427570 1.062514 30.719716
 90.500000 -1.379521 0.942800 30.363426
 90.520000 -1.501567 0.901721 31.071339
 90.540000 -1.285879 0.684817 29.354148
 90.560000 -1.375263 0.820017 30.326678
 90.580000 -1.013899 0.470516 24.097921
 90.600000 -1.141480 0.658594 26.963231
 90.620000 -0.924440 0.438085 21.774762
 90.640000 -1.108595 0.600205 26.284786
 90.660000 -1.121751 0.473960 26.561611
 90.680000 -1.459420 0.582935 30.898957
 90.700000 -1.541647 0.479273 31.171918
 90.720000 -1.502542 0.527814 31.074495
 90.740000 -1.590612 0.668934 31.220513
 90.760000 -1.603112 0.533682 31.221236
 90.780000 -1.671807 0.650641 31.153758
 90.800000 -1.718716 0.483019 31.051357
 90.820000 -1.927851 0.672305 30.337297
 90.840000 -1.604952 0.448839 31.220972
 90.860000 -1.843336 0.734111 30.649650
 90.880000 -1.524208 0.528099 31.135356
 90.900000 -1.592011 0.876807 31.220816
 90.920000 -1.396416 0.649862 30.500853
 90.940000 -1.582219 0.875619 31.217490
 90.960000 -1.292159 0.669416 29.435259
 90.980000 -1.318702 0.913705 29.756504
 91.000000 -0.926101 0.768558 21.819651
 91.020000 -0.783232 0.807045 18.265661
 91.040000 -1.216915 0.988843 28.731369
 91.060000 -1.167814 1.102020 27.885040
 91.080000 -1.294125 1.078383 29.823193
 91.100000 -1.612378 1.365568 31.427401
 91.120000 -1.666967 1.470786 31.345278
 91.140000 -1.632236 1.445755 31.405599
 91.160000 -1.722486 1.631642 31.200713
 91.180000 -1.476610 1.394285 31.253014
 91.200000 -1.404103 1.504826 30.870188
 91.220000 -1.484954 1.498898 31.282821
 91.240000 -1.274652 1.606149 29.575713
 91.260000 -1.211587 1.454331 28.645205
 91.280000 -1.332165 1.677333 30.251920
 91.300000 -1.140119 1.505196 27.356973
 91.320000 -1.177180 1.588520 28.055518
 91.340000 -1.010324 1.492002 24.458000
 91.360000 -0.870940 1.477237 20.755730
 91.380000 -0.677993 1.343540 15.266375
 91.400000 -0.819913 1.409834 19.314269
 91.420000 -0.494752 1.226520 10.438989
 91.440000 -0.783991 1.278418 18.287376
 91.460000 -0.924442 1.293578 22.228796
 91.480000 -1.181807 1.442814 28.138193
 91.500000 -1.293535 1.411636 29.815970
 91.520000 -1.297236 1.469976 29.860963
 91.540000 -1.509020 1.510900 31.353449
 91.560000 -1.552778 1.321520 31.426972
 91.580000 -1.660577 1.417894 31.358328
 91.600000 -1.463416 1.241940 31.200116
 91.620000 -1.491831 1.293427 31.305304
 91.640000 -1.369434 1.215375 30.603066
 91.660000 -1.426809 1.143937 31.014869
 91.680000 -1.362656 0.927547 30.544187
 91.700000 -1.315659 1.007331 30.074726
 91.720000 -1.286283 0.842474 29.725810
 91.740000 -1.232120 0.864643 28.969638
 91.760000 -1.142604 0.748301 27.405781
 91.780000 -1.090051 0.778949 26.317169
 91.800000 -1.073764 0.682358 25.956935
 91.820000 -1.156522 0.678946 27.673991
 91.840000 -1.325179 0.581574 30.178567
 91.860000 -1.296524 0.672543 29.852360
 91.880000 -1.275280 0.563674 29.583985
 91.900000 -1.390688 0.760784 30.773532
 91.920000 -1.285719 0.480746 29.718682
 91.940000 -1.406345 0.686372 30.885528
 91.960000 -1.211408 0.580804 28.642291
 91.980000 -1.186767 0.577360 28.225634
 92.000000 -1.049484 0.689549 25.400455
 92.020000 -1.150204 0.535713 27.933953
 92.040000 -0.983767 0.684126 24.174985
 92.060000 -1.081774 0.633785 26.521844
 92.080000 -1.257804 0.668343 29.706609
 92.100000 -1.352563 0.710596 30.784973
 92.120000 -1.524471 0.879583 31.653786
 92.140000 -1.414226 0.833828 31.248260
 92.160000 -1.662714 1.027229 31.561953
 92.180000 -1.722967 0.932528 31.382139
 92.200000 -1.919404 0.970591 30.568223
 92.220000 -1.645408 0.960968 31.601077
 92.240000 -1.749222 1.088123 31.287159
 92.260000 -1.661826 1.077750 31.564113
 92.280000 -1.574196 1.122988 31.684937
 92.300000 -1.567348 1.176621 31.685462
 92.320000 -1.421015 1.124020 31.288286
 92.340000 -1.309822 1.068040 30.354883
 92.360000 -1.269928 1.193700 29.870012
 92.380000 -0.950539 1.056666 23.307974
 92.400000 -0.825244 1.260447 19.822325
 92.420000 -1.011406 1.307369 24.870884
 92.440000 -0.841816 1.177524 20.297080
 92.460000 -1.034418 1.295687 25.431053
 92.480000 -1.037046 1.278152 25.493840
 92.500000 -0.913001 1.325278 22.293285
 92.520000 -1.235332 1.452705 29.384120
 92.540000 -1.395977 1.481646 31.130038
 92.560000 -1.289418 1.416832 30.117041
 92.580000 -1.482136 1.582727 31.557132
 92.600000 -1.478814 1.434570 31.546574
 92.620000 -1.400027 1.483924 31.157632
 92.640000 -1.577282 1.404071 31.684227
 92.660000 -1.521048 1.552868 31.648498
 92.680000 -1.270217 1.363839 29.873817
 92.700000 -1.486945 1.396232 31.571630
 92.720000 -1.416687 1.318024 31.263015
 92.740000 -1.249844 1.123602 29.595289
 92.760000 -1.202780 1.218119 28.872085
 92.780000 -0.964485 1.112607 23.675809
 92.800000 -0.910064 0.954352 22.212570
 92.820000 -1.226953 1.026066 29.257370
 92.840000 -1.103510 0.822711 26.992135
 92.860000 -1.191891 0.887037 28.689032
 92.880000 -1.386791 0.830099 31.064582
 92.900000 -1.268917 0.740225 29.856663
 92.920000 -1.308671 0.777096 30.342034
